scorer,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000,DLC_resnet50_MichaelsTestNov8shuffle1_100000
28,96.15232849121094,76.31053924560547,0.9929365515708923,95.65426635742188,90.95305633544922,0.9998691082000732,107.74624633789062,67.27802276611328,0.9999796152114868,191.39773559570312,131.81954956054688,0.9999898672103882
29,98.1202621459961,77.69245910644531,0.9934093952178955,96.2770767211914,92.69261932373047,0.9998370409011841,107.88317108154297,68.58004760742188,0.9999778270721436,193.55850219726562,131.86932373046875,0.9999973773956299
30,99.37386322021484,80.05863189697266,0.9976536631584167,97.272705078125,94.10306549072266,0.9999091625213623,108.56074523925781,70.5888442993164,0.999975323677063,195.0546875,131.89295959472656,0.9999983310699463
31,98.55770874023438,82.81488800048828,0.9990861415863037,98.60350799560547,96.1797103881836,0.9999756813049316,108.48355102539062,72.11996459960938,0.999969482421875,196.09463500976562,131.27908325195312,0.9999983310699463
32,99.11073303222656,83.39603424072266,0.9986706972122192,98.77922058105469,96.40644073486328,0.9999762773513794,108.833984375,72.67872619628906,0.9999632835388184,197.12039184570312,129.9796142578125,0.9999978542327881
33,99.75076293945312,83.25477600097656,0.9979169964790344,98.88855743408203,96.3760757446289,0.9999765157699585,108.83509063720703,72.74472045898438,0.9999701976776123,197.96429443359375,127.964111328125,0.9999947547912598
34,98.86988830566406,86.22119903564453,0.9989249110221863,101.30167388916016,98.1433334350586,0.9999840259552002,108.69103240966797,73.57289123535156,0.9999606609344482,199.45956420898438,127.1771469116211,0.999990701675415
35,96.94892120361328,87.43751525878906,0.9996060729026794,101.68348693847656,99.27228546142578,0.9999769926071167,108.9078598022461,73.28409576416016,0.9999538660049438,201.60232543945312,124.48233032226562,0.9999790191650391
36,96.81495666503906,87.01272583007812,0.9995731711387634,101.20885467529297,98.75652313232422,0.9999834299087524,108.99834442138672,73.09471130371094,0.999951958656311,204.5318603515625,122.62023162841797,0.999974250793457
37,96.82251739501953,86.40398406982422,0.999724805355072,101.3261947631836,98.24112701416016,0.9999814033508301,108.30201721191406,73.12271118164062,0.9999639987945557,204.79347229003906,120.7378158569336,0.9999690055847168
38,94.42186737060547,86.36520385742188,0.9998323917388916,102.15716552734375,98.48687744140625,0.9999719858169556,108.10839080810547,72.71983337402344,0.9999698400497437,206.98997497558594,119.56246185302734,0.9999843835830688
39,93.5604476928711,86.66700744628906,0.9998887777328491,101.85750579833984,98.2095947265625,0.9999707937240601,107.22740173339844,72.34617614746094,0.9999719858169556,208.35214233398438,117.58057403564453,0.9999959468841553
40,93.9417953491211,86.30218505859375,0.9998906850814819,101.99549865722656,97.73201751708984,0.9999685287475586,107.19227600097656,72.04580688476562,0.9999736547470093,209.4168701171875,115.04235076904297,0.9999974966049194
41,97.10511016845703,85.68425750732422,0.9998462200164795,102.59120178222656,97.22955322265625,0.9999619722366333,107.79605102539062,71.6244888305664,0.9999790191650391,210.53924560546875,111.41998291015625,0.9999951124191284
42,99.23432159423828,84.74087524414062,0.999879002571106,103.04959869384766,97.9635009765625,0.9999722242355347,108.85016632080078,71.71385192871094,0.999977707862854,211.2830352783203,108.14749145507812,0.999997615814209
43,103.9682388305664,78.49893951416016,0.9950474500656128,101.4605941772461,93.9218978881836,0.9998635053634644,113.24342346191406,69.84017944335938,0.9999887943267822,211.46682739257812,105.24633026123047,0.9999948740005493
44,102.60771179199219,73.98451232910156,0.9938446283340454,102.74598693847656,90.51309204101562,0.999891996383667,116.17256927490234,68.49898529052734,0.999994158744812,212.1581268310547,102.73770141601562,0.9999977350234985
45,105.13841247558594,70.70706939697266,0.9588534235954285,103.40156555175781,86.5140380859375,0.9999070167541504,118.22566223144531,66.36014556884766,0.9999908208847046,212.41371154785156,100.22055053710938,0.9999982118606567
46,110.09163665771484,67.98431396484375,0.7949555516242981,104.6930923461914,84.3868179321289,0.9999860525131226,121.70750427246094,62.28740692138672,0.9999483823776245,212.894287109375,99.06776428222656,0.9999980926513672
47,111.68290710449219,66.21377563476562,0.8469969630241394,105.89256286621094,82.00397491455078,0.999987006187439,123.21600341796875,61.145381927490234,0.999962568283081,213.39697265625,100.13137817382812,0.9999982118606567
48,114.16128540039062,64.67960357666016,0.8543682098388672,108.3495101928711,80.18877410888672,0.9999713897705078,124.77339172363281,59.910911560058594,0.9999749660491943,213.6534423828125,101.75813293457031,0.9999977350234985
49,115.23518371582031,60.19252014160156,0.6966850757598877,111.18389892578125,78.791748046875,0.9999129772186279,126.41304016113281,58.94366455078125,0.9999781847000122,214.3695068359375,104.1678695678711,0.9999922513961792
50,117.04690551757812,59.935855865478516,0.8258062601089478,113.06230926513672,77.8658218383789,0.9999130964279175,127.43460083007812,59.03596115112305,0.9999731779098511,215.322998046875,105.29078674316406,0.9999880790710449
51,118.14885711669922,60.20818328857422,0.9305159449577332,114.66654968261719,77.91178894042969,0.9999654293060303,129.80953979492188,58.82242202758789,0.9999790191650391,217.58827209472656,106.9642562866211,0.9999779462814331
52,118.62665557861328,59.990997314453125,0.9853156805038452,116.927001953125,78.22978973388672,0.9999707937240601,131.80149841308594,58.59010314941406,0.999974250793457,219.9912109375,108.74950408935547,0.999968409538269
53,120.6833724975586,59.425540924072266,0.9975289702415466,119.3669204711914,78.36244201660156,0.9999527931213379,135.16598510742188,58.68247604370117,0.9999423027038574,221.05352783203125,111.96443939208984,0.9999878406524658
54,123.92869567871094,59.22483444213867,0.9923722743988037,121.45198059082031,79.1156997680664,0.9999672174453735,138.73667907714844,59.99738311767578,0.9999352693557739,223.78248596191406,114.76412200927734,0.9999945163726807
55,132.3161163330078,60.17697525024414,0.9211996793746948,124.78881072998047,78.41605377197266,0.9999630451202393,143.12696838378906,60.65215301513672,0.9999754428863525,225.26144409179688,117.55060577392578,0.9999970197677612
56,142.877685546875,58.477752685546875,0.9292910695075989,129.7738494873047,76.87765502929688,0.9999638795852661,151.85760498046875,61.46464157104492,0.999963641166687,227.5892791748047,120.98590087890625,0.9999954700469971
57,153.72515869140625,55.23664855957031,0.9985328912734985,135.6919403076172,73.20886993408203,0.9999707937240601,159.5270233154297,64.81831359863281,0.9999707937240601,229.48193359375,122.1641845703125,0.9999951124191284
58,166.0407257080078,53.79463195800781,0.9997350573539734,142.41046142578125,69.64276885986328,0.9999665021896362,168.22950744628906,63.85284423828125,0.9999619722366333,233.4871063232422,122.70618438720703,0.9999721050262451
59,176.54441833496094,51.71213912963867,0.9999250173568726,150.34547424316406,67.0956802368164,0.999994158744812,175.74867248535156,63.33514404296875,0.9999692440032959,237.23663330078125,123.73552703857422,0.9999626874923706
60,184.23980712890625,49.910926818847656,0.9999455213546753,157.2403106689453,63.80221176147461,0.9999892711639404,184.33248901367188,62.525272369384766,0.9999212026596069,240.22865295410156,125.18528747558594,0.9999939203262329
61,188.2057647705078,49.816043853759766,0.9999727010726929,161.9991912841797,63.98991394042969,0.9999914169311523,187.84445190429688,61.8637809753418,0.9999769926071167,242.84478759765625,126.50275421142578,0.9999957084655762
62,198.9784393310547,50.61198806762695,0.9999891519546509,167.71182250976562,61.608394622802734,0.9999725818634033,195.09779357910156,61.80524826049805,0.9999581575393677,245.63333129882812,127.14347076416016,0.9999926090240479
63,201.6027069091797,49.821632385253906,0.999977707862854,173.24806213378906,60.90153121948242,0.9999549388885498,199.62498474121094,61.15964889526367,0.9998655319213867,249.06443786621094,126.48689270019531,0.9999696016311646
64,206.2958526611328,49.75507736206055,0.9999872446060181,176.3047637939453,62.56232452392578,0.9999642372131348,203.510986328125,61.21684265136719,0.999970555305481,251.91366577148438,126.60980224609375,0.9999767541885376
65,210.82830810546875,49.46096420288086,0.9999938011169434,181.62503051757812,60.883541107177734,0.9999749660491943,208.26736450195312,62.24611282348633,0.9999454021453857,255.62510681152344,127.54754638671875,0.9999867677688599
66,216.3892822265625,48.31938552856445,0.9999860525131226,185.54360961914062,61.348670959472656,0.9999587535858154,211.12364196777344,61.32697296142578,0.9999576807022095,258.5640869140625,127.81395721435547,0.9999954700469971
67,216.698974609375,48.59759521484375,0.9999722242355347,188.3396453857422,61.135337829589844,0.9999573230743408,214.87744140625,61.579017639160156,0.9999115467071533,261.2691650390625,127.78009033203125,0.9999921321868896
68,220.3449249267578,47.988250732421875,0.9999666213989258,190.3875274658203,61.385948181152344,0.9999414682388306,216.7002410888672,61.2034797668457,0.9998984336853027,264.7879943847656,128.02149963378906,0.9999768733978271
69,220.85328674316406,48.67168045043945,0.9999732971191406,190.88327026367188,61.676414489746094,0.9999483823776245,218.0504608154297,60.79485321044922,0.999954104423523,267.65582275390625,127.4068832397461,0.9999804496765137
70,222.13595581054688,49.4431266784668,0.9999842643737793,193.9037322998047,62.66286087036133,0.9999849796295166,220.23635864257812,61.544395446777344,0.9999791383743286,271.6016540527344,127.30339813232422,0.9999830722808838
71,226.63088989257812,48.736820220947266,0.9999918937683105,197.69322204589844,61.074615478515625,0.9999785423278809,222.77503967285156,60.884437561035156,0.9999265670776367,274.1175842285156,127.02617645263672,0.9999942779541016
72,231.37823486328125,48.91034698486328,0.9999850988388062,201.33888244628906,61.52878952026367,0.9999587535858154,226.8918914794922,60.70391082763672,0.9999490976333618,276.5968933105469,127.21258544921875,0.9999932050704956
73,232.15798950195312,47.84309387207031,0.9999634027481079,204.586669921875,61.02130126953125,0.9999535083770752,230.63619995117188,60.581581115722656,0.999881386756897,279.23272705078125,127.59934997558594,0.9999818801879883
74,236.76564025878906,47.92774200439453,0.9999699592590332,205.8063507080078,59.29188537597656,0.9999569654464722,234.77340698242188,60.578487396240234,0.9998908042907715,281.9255676269531,127.05120849609375,0.9999761581420898
75,244.76669311523438,49.61274719238281,0.999996542930603,213.0229034423828,59.72599792480469,0.9999780654907227,239.31224060058594,60.74586486816406,0.9999345541000366,284.7210998535156,126.83894348144531,0.9999790191650391
76,249.35691833496094,48.79001235961914,0.9999840259552002,219.4392547607422,58.22730255126953,0.9999463558197021,245.54257202148438,60.74020767211914,0.9999079704284668,288.0365295410156,127.18096923828125,0.9999886751174927
77,255.53125,49.14591598510742,0.9999969005584717,223.31390380859375,56.296817779541016,0.9999539852142334,251.8212890625,60.89521026611328,0.9998568296432495,289.5083923339844,127.1872787475586,0.9999929666519165
78,262.22955322265625,49.35139846801758,0.9999972581863403,229.57330322265625,55.874332427978516,0.9999568462371826,256.2255859375,60.45299530029297,0.9999397993087769,291.6801452636719,128.8242645263672,0.9999961853027344
79,269.2957458496094,51.49916076660156,0.999995231628418,236.84034729003906,57.07365417480469,0.9999712705612183,263.3258056640625,62.730194091796875,0.9998613595962524,293.52496337890625,130.81642150878906,0.9999954700469971
80,276.8853759765625,51.81328201293945,0.9999994039535522,242.75001525878906,53.11011505126953,0.9999496936798096,269.834228515625,62.801719665527344,0.9999576807022095,295.2975158691406,133.29774475097656,0.9999889135360718
81,281.098876953125,52.5171012878418,0.9999947547912598,250.49441528320312,53.60663604736328,0.9999780654907227,274.2474365234375,63.44444274902344,0.9999266862869263,296.9912414550781,135.55418395996094,0.9999688863754272
82,287.9855041503906,53.32986068725586,0.9999972581863403,258.26263427734375,50.829044342041016,0.9999359846115112,281.94586181640625,63.58283615112305,0.999881386756897,299.92620849609375,136.4918212890625,0.9999463558197021
83,296.658935546875,53.77000427246094,0.9999943971633911,266.12359619140625,51.67951965332031,0.9999649524688721,287.9833068847656,63.397300720214844,0.9999324083328247,304.26513671875,138.12469482421875,0.9999850988388062
84,303.1639709472656,53.25102233886719,0.9999946355819702,274.7850341796875,49.02517318725586,0.9999322891235352,295.9676208496094,64.81663513183594,0.9999197721481323,306.6097717285156,139.85842895507812,0.9999939203262329
85,309.776123046875,53.72307205200195,0.9999974966049194,281.3021545410156,49.049129486083984,0.9999579191207886,302.13818359375,63.86133575439453,0.9999567270278931,307.828369140625,140.6088409423828,0.9999927282333374
86,315.68792724609375,54.32777786254883,0.9999868869781494,287.7343444824219,49.75111389160156,0.9999262094497681,307.7635498046875,64.96731567382812,0.9999709129333496,308.5684814453125,141.57711791992188,0.9999877214431763
87,321.3654479980469,56.51160430908203,0.9999970197677612,294.8296813964844,48.932376861572266,0.9999260902404785,314.1106262207031,65.8392562866211,0.9999912977218628,310.3966369628906,142.3874969482422,0.9999786615371704
88,327.9181823730469,58.07379150390625,0.9999700784683228,302.49945068359375,48.56951141357422,0.9999263286590576,318.9051208496094,67.4959945678711,0.9999909400939941,311.17230224609375,142.66961669921875,0.9999662637710571
89,333.8343505859375,57.87852096557617,0.9999663829803467,309.1259765625,47.22779846191406,0.9999080896377563,325.4098815917969,68.73197174072266,0.9999916553497314,311.99749755859375,143.19227600097656,0.9999411106109619
90,338.74627685546875,59.371803283691406,0.9999918937683105,315.1960754394531,48.35890197753906,0.9999481439590454,331.08734130859375,68.75442504882812,0.9999979734420776,311.9244689941406,143.78012084960938,0.9999463558197021
91,347.073974609375,61.76934051513672,0.9999860525131226,323.1142578125,48.9674186706543,0.9999524354934692,335.9224853515625,71.59905242919922,0.9999908208847046,313.09228515625,142.8259735107422,0.9999591112136841
92,350.626953125,61.90444564819336,0.9999831914901733,329.9591369628906,48.58109664916992,0.9999438524246216,343.6651306152344,70.29242706298828,0.9999783039093018,314.2903137207031,142.6976318359375,0.9999717473983765
93,356.9969177246094,64.61953735351562,0.9999773502349854,336.67626953125,49.35338592529297,0.9999608993530273,348.8009338378906,74.47271728515625,0.9999895095825195,315.9429626464844,142.03375244140625,0.9999737739562988
94,365.0000915527344,64.62016296386719,0.9999536275863647,342.99542236328125,51.23521041870117,0.9999368190765381,353.9956359863281,75.02665710449219,0.999962568283081,317.8687744140625,141.3861083984375,0.9999644756317139
95,372.59375,63.22102355957031,0.9999744892120361,350.54864501953125,49.76551055908203,0.9999724626541138,362.03643798828125,74.70782470703125,0.9999783039093018,318.36883544921875,142.1697998046875,0.9999854564666748
96,377.86431884765625,64.27791595458984,0.9999560117721558,356.58758544921875,49.819480895996094,0.9999679327011108,366.45599365234375,74.94387817382812,0.9999595880508423,319.99322509765625,141.3606719970703,0.9999934434890747
97,382.6297607421875,64.26585388183594,0.99996018409729,363.20166015625,50.177085876464844,0.9999735355377197,374.7994384765625,74.80023956298828,0.9999213218688965,321.4472351074219,139.27919006347656,0.9999967813491821
98,392.009033203125,64.14747619628906,0.9999549388885498,369.3598327636719,50.47148132324219,0.9999765157699585,380.22454833984375,75.18426513671875,0.9999755620956421,323.378173828125,135.77284240722656,0.9999959468841553
99,398.83489990234375,65.51978302001953,0.9999512434005737,376.53558349609375,52.263179779052734,0.9999358654022217,385.20703125,74.88777923583984,0.9999514818191528,323.34075927734375,132.89825439453125,0.9999983310699463
100,405.3471984863281,67.47332000732422,0.9999845027923584,383.6317138671875,51.590980529785156,0.9999597072601318,392.11785888671875,76.22216033935547,0.9997878670692444,324.5340576171875,130.07864379882812,0.9999967813491821
101,410.60498046875,67.44358825683594,0.9999481439590454,390.2955627441406,52.36392593383789,0.9999488592147827,396.7179260253906,76.18309783935547,0.9999412298202515,325.3694763183594,127.84410095214844,0.9999858140945435
102,416.69720458984375,67.50282287597656,0.9999662637710571,396.47760009765625,53.618431091308594,0.9999618530273438,404.71258544921875,77.4360122680664,0.9999303817749023,324.6456604003906,125.14815521240234,0.9999948740005493
103,422.4381103515625,65.22003936767578,0.9999828338623047,401.3123779296875,52.567405700683594,0.9999568462371826,412.4393310546875,75.80197143554688,0.9998987913131714,324.0880432128906,122.20758819580078,0.9999916553497314
104,426.8345642089844,64.8293228149414,0.9999539852142334,407.23388671875,53.23698043823242,0.9998981952667236,414.83087158203125,76.1927719116211,0.9999487400054932,326.50439453125,119.67681884765625,0.9999693632125854
105,431.67877197265625,67.23821258544922,0.9999454021453857,412.5355224609375,55.6492919921875,0.9999415874481201,420.86029052734375,78.02804565429688,0.9998904466629028,328.977783203125,118.11739349365234,0.9999808073043823
106,437.3016357421875,72.30938720703125,0.999672532081604,419.7108154296875,55.403560638427734,0.9998599290847778,425.64349365234375,80.6119613647461,0.9999626874923706,332.7921142578125,117.85761260986328,0.9999551773071289
107,440.9110412597656,75.98466491699219,0.9971787929534912,425.15924072265625,57.42268371582031,0.9992347955703735,428.93145751953125,83.06035614013672,0.9999815225601196,338.4693603515625,116.88002014160156,0.9999853372573853
108,446.2005920410156,77.4361343383789,0.9962456822395325,430.58721923828125,60.436561584472656,0.9997798800468445,432.4612731933594,85.95381164550781,0.9999792575836182,342.59844970703125,117.13697814941406,0.9999750852584839
109,448.969970703125,79.47990417480469,0.9932538866996765,436.6795654296875,61.884002685546875,0.9998052716255188,436.6818542480469,88.72404479980469,0.9999364614486694,346.31256103515625,116.62847137451172,0.9999420642852783
110,454.0350036621094,83.27144622802734,0.9935237169265747,440.67230224609375,63.63518142700195,0.9996247291564941,442.0535583496094,89.70952606201172,0.9998754262924194,351.34088134765625,116.41679382324219,0.9999526739120483
111,461.38800048828125,83.43795776367188,0.9780839085578918,448.5243225097656,65.37403106689453,0.9998181462287903,446.8444519042969,91.81756591796875,0.9999250173568726,356.512451171875,116.67643737792969,0.9999819993972778
112,465.8245544433594,85.99600219726562,0.9949312806129456,454.7695617675781,65.84912109375,0.9997653365135193,453.33642578125,92.7689437866211,0.999840497970581,360.3206787109375,117.10308837890625,0.9999580383300781
113,473.9211730957031,88.0308837890625,0.9636443853378296,459.5728454589844,68.60961151123047,0.9996304512023926,459.7420959472656,93.6468734741211,0.9998125433921814,364.5501403808594,118.27944946289062,0.9999511241912842
114,480.1516418457031,87.52528381347656,0.9944097399711609,468.0123291015625,69.35369873046875,0.9996848106384277,468.9558410644531,95.33518981933594,0.9998611211776733,370.9604797363281,120.43061828613281,0.9999827146530151
115,486.92840576171875,87.08329010009766,0.9939806461334229,472.2920227050781,70.28335571289062,0.9994656443595886,475.7163391113281,95.76551818847656,0.9998867511749268,374.9423522949219,120.71358489990234,0.9999715089797974
116,493.68914794921875,86.98126220703125,0.9854174852371216,479.9864807128906,71.95738983154297,0.999593198299408,481.5489807128906,96.9547119140625,0.9999128580093384,379.3807067871094,120.2492446899414,0.9999464750289917
117,499.1877746582031,87.16649627685547,0.9991347193717957,486.0351867675781,71.14827728271484,0.9997110962867737,489.74609375,98.12925720214844,0.9999567270278931,386.5799865722656,120.72367858886719,0.9999797344207764
118,506.2119140625,83.51519775390625,0.9993575215339661,489.89849853515625,71.16786193847656,0.9998326301574707,495.0443115234375,96.1529541015625,0.9998890161514282,390.7425842285156,119.3760986328125,0.9999765157699585
119,512.3502807617188,80.52416229248047,0.9998338222503662,497.05352783203125,68.22734069824219,0.9999028444290161,505.0295715332031,94.13717651367188,0.9996639490127563,396.6058654785156,116.86736297607422,0.9999618530273438
120,517.3475341796875,81.17369079589844,0.9998340606689453,502.683349609375,67.43482208251953,0.999923825263977,509.4210205078125,93.50765228271484,0.9998347759246826,403.2684326171875,117.0246810913086,0.9999929666519165
121,520.477294921875,78.00321197509766,0.9998648166656494,505.1336669921875,68.29163360595703,0.9999432563781738,513.282958984375,92.57563781738281,0.999942421913147,407.4436950683594,116.39092254638672,0.9999816417694092
122,525.3145141601562,77.07553100585938,0.9999324083328247,509.90142822265625,66.63262939453125,0.9999607801437378,520.0859375,90.97284698486328,0.9999229907989502,412.3324279785156,115.83467102050781,0.9999734163284302
123,530.104248046875,77.89668273925781,0.999975323677063,514.9498291015625,65.25133514404297,0.9999761581420898,524.821044921875,91.44261932373047,0.9999480247497559,417.40020751953125,116.64061737060547,0.9999901056289673
124,535.39990234375,77.57988739013672,0.999890923500061,520.029541015625,65.4324951171875,0.9999175071716309,527.0833129882812,90.68607330322266,0.999933123588562,420.9302978515625,115.61570739746094,0.999994158744812
125,540.5000610351562,75.5636978149414,0.9998729228973389,523.437255859375,66.2590103149414,0.999962329864502,532.9227294921875,91.64039611816406,0.9999232292175293,424.7025451660156,115.02717590332031,0.9999641180038452
126,545.97705078125,79.57408142089844,0.9997602105140686,531.0291137695312,65.18661499023438,0.9999796152114868,539.586181640625,91.95248413085938,0.999935507774353,430.7109680175781,114.76016235351562,0.9999661445617676
127,552.0499267578125,80.86900329589844,0.9952557682991028,535.9649658203125,67.26311492919922,0.99993896484375,542.4313354492188,91.92427062988281,0.9999630451202393,435.3399658203125,113.48561096191406,0.9999947547912598
128,557.7651977539062,81.98458862304688,0.9351069927215576,543.7932739257812,67.18468475341797,0.9999574422836304,548.6574096679688,94.02180480957031,0.9999566078186035,441.4239807128906,112.5022964477539,0.9999586343765259
129,563.4501342773438,84.39039611816406,0.8836916089057922,550.0986328125,68.65833282470703,0.9999500513076782,554.9337158203125,96.27849578857422,0.999941349029541,448.1667785644531,111.7728500366211,0.9999685287475586
